symbol,missing_open_time
ETHUSDT,2020-02-09T02:20:00+0000
ETHUSDT,2020-02-09T02:25:00+0000
ETHUSDT,2020-02-09T02:30:00+0000
ETHUSDT,2020-02-09T02:35:00+0000
ETHUSDT,2020-02-09T02:40:00+0000
ETHUSDT,2020-02-09T02:45:00+0000
ETHUSDT,2020-02-09T02:50:00+0000
ETHUSDT,2020-02-09T02:55:00+0000
ETHUSDT,2020-02-19T11:40:00+0000
ETHUSDT,2020-02-19T11:45:00+0000
ETHUSDT,2020-02-19T11:50:00+0000
ETHUSDT,2020-02-19T11:55:00+0000
ETHUSDT,2020-02-19T12:00:00+0000
ETHUSDT,2020-02-19T12:05:00+0000
ETHUSDT,2020-02-19T12:10:00+0000
ETHUSDT,2020-02-19T12:15:00+0000
ETHUSDT,2020-02-19T12:20:00+0000
ETHUSDT,2020-02-19T12:25:00+0000
ETHUSDT,2020-02-19T12:30:00+0000
ETHUSDT,2020-02-19T12:35:00+0000
ETHUSDT,2020-02-19T12:40:00+0000
ETHUSDT,2020-02-19T12:45:00+0000
ETHUSDT,2020-02-19T12:50:00+0000
ETHUSDT,2020-02-19T12:55:00+0000
ETHUSDT,2020-02-19T13:00:00+0000
ETHUSDT,2020-02-19T13:05:00+0000
ETHUSDT,2020-02-19T13:10:00+0000
ETHUSDT,2020-02-19T13:15:00+0000
ETHUSDT,2020-02-19T13:20:00+0000
ETHUSDT,2020-02-19T13:25:00+0000
ETHUSDT,2020-02-19T13:30:00+0000
ETHUSDT,2020-02-19T13:35:00+0000
ETHUSDT,2020-02-19T13:40:00+0000
ETHUSDT,2020-02-19T13:45:00+0000
ETHUSDT,2020-02-19T13:50:00+0000
ETHUSDT,2020-02-19T13:55:00+0000
ETHUSDT,2020-02-19T14:00:00+0000
ETHUSDT,2020-02-19T14:05:00+0000
ETHUSDT,2020-02-19T14:10:00+0000
ETHUSDT,2020-02-19T14:15:00+0000
ETHUSDT,2020-02-19T14:20:00+0000
ETHUSDT,2020-02-19T14:25:00+0000
ETHUSDT,2020-02-19T14:30:00+0000
ETHUSDT,2020-02-19T14:35:00+0000
ETHUSDT,2020-02-19T14:40:00+0000
ETHUSDT,2020-02-19T14:45:00+0000
ETHUSDT,2020-02-19T14:50:00+0000
ETHUSDT,2020-02-19T14:55:00+0000
ETHUSDT,2020-02-19T15:00:00+0000
ETHUSDT,2020-02-19T15:05:00+0000
ETHUSDT,2020-02-19T15:10:00+0000
ETHUSDT,2020-02-19T15:15:00+0000
ETHUSDT,2020-02-19T15:20:00+0000
ETHUSDT,2020-02-19T15:25:00+0000
ETHUSDT,2020-02-19T15:30:00+0000
ETHUSDT,2020-02-19T15:35:00+0000
ETHUSDT,2020-02-19T15:40:00+0000
ETHUSDT,2020-02-19T15:45:00+0000
ETHUSDT,2020-02-19T15:50:00+0000
ETHUSDT,2020-02-19T15:55:00+0000
ETHUSDT,2020-02-19T16:00:00+0000
ETHUSDT,2020-02-19T16:05:00+0000
ETHUSDT,2020-02-19T16:10:00+0000
ETHUSDT,2020-02-19T16:15:00+0000
ETHUSDT,2020-02-19T16:20:00+0000
ETHUSDT,2020-02-19T16:25:00+0000
ETHUSDT,2020-02-19T16:30:00+0000
ETHUSDT,2020-02-19T16:35:00+0000
ETHUSDT,2020-02-19T16:40:00+0000
ETHUSDT,2020-02-19T16:45:00+0000
ETHUSDT,2020-02-19T16:50:00+0000
ETHUSDT,2020-02-19T16:55:00+0000
ETHUSDT,2020-02-19T17:00:00+0000
ETHUSDT,2020-02-19T17:05:00+0000
ETHUSDT,2020-02-19T17:10:00+0000
ETHUSDT,2020-02-19T17:15:00+0000
ETHUSDT,2020-02-19T17:20:00+0000
ETHUSDT,2020-02-19T17:25:00+0000
ETHUSDT,2020-03-04T09:25:00+0000
ETHUSDT,2020-03-04T09:30:00+0000
ETHUSDT,2020-03-04T09:35:00+0000
ETHUSDT,2020-03-04T09:40:00+0000
ETHUSDT,2020-03-04T09:45:00+0000
ETHUSDT,2020-03-04T09:50:00+0000
ETHUSDT,2020-03-04T09:55:00+0000
ETHUSDT,2020-03-04T10:00:00+0000
ETHUSDT,2020-03-04T10:05:00+0000
ETHUSDT,2020-03-04T10:10:00+0000
ETHUSDT,2020-03-04T10:15:00+0000
ETHUSDT,2020-03-04T10:20:00+0000
ETHUSDT,2020-03-04T10:25:00+0000
ETHUSDT,2020-03-04T10:30:00+0000
ETHUSDT,2020-03-04T10:35:00+0000
ETHUSDT,2020-03-04T10:40:00+0000
ETHUSDT,2020-03-04T10:45:00+0000
ETHUSDT,2020-03-04T10:50:00+0000
ETHUSDT,2020-03-04T10:55:00+0000
ETHUSDT,2020-03-04T11:00:00+0000
ETHUSDT,2020-03-04T11:05:00+0000
ETHUSDT,2020-03-04T11:10:00+0000
ETHUSDT,2020-03-04T11:15:00+0000
ETHUSDT,2020-03-04T11:20:00+0000
ETHUSDT,2020-03-04T11:25:00+0000
ETHUSDT,2020-04-25T02:00:00+0000
ETHUSDT,2020-04-25T02:05:00+0000
ETHUSDT,2020-04-25T02:10:00+0000
ETHUSDT,2020-04-25T02:15:00+0000
ETHUSDT,2020-04-25T02:20:00+0000
ETHUSDT,2020-04-25T02:25:00+0000
ETHUSDT,2020-04-25T02:30:00+0000
ETHUSDT,2020-04-25T02:35:00+0000
ETHUSDT,2020-04-25T02:40:00+0000
ETHUSDT,2020-04-25T02:45:00+0000
