date,symbol,open,high,low,close,volume,number_of_bars,number_of_valid_returns,realized_variance,daily_log_return,complete,realized_volatility,realized_volatility_percent
2020-05-25,ETHUSDT,199.9,205.67,198.01,204.15,469931.62492,288,288,0.0007611760094566727,0.021037776259229837,True,0.027589418432737444,2.7589418432737443
2020-05-26,ETHUSDT,204.22,205.0,196.9,200.89,477176.7353,288,288,0.0006114914292685131,-0.01609752319152708,True,0.024728352740700565,2.4728352740700563
2020-05-27,ETHUSDT,200.92,208.44,200.76,208.29,494816.72727,288,288,0.0004794100531004191,0.036173844859234985,True,0.021895434526412558,2.1895434526412556
2020-05-28,ETHUSDT,208.29,220.5,204.67,220.21,643945.97769,288,288,0.0006007556517265253,0.05565029708480847,True,0.024510317250629892,2.451031725062989
2020-05-29,ETHUSDT,220.24,224.79,217.57,220.67,603058.0759,288,288,0.001026869093638921,0.002086736376887941,True,0.03204479823058527,3.204479823058527
2020-05-30,ETHUSDT,220.63,247.0,218.8,243.66,1019550.75146,288,288,0.0021598514993429662,0.09910543803127195,True,0.0464742025143301,4.64742025143301
2020-05-31,ETHUSDT,243.71,245.39,229.58,231.57,821608.68884,288,288,0.0016532043324905751,-0.050891607296389946,True,0.04065961549855797,4.065961549855797
2020-06-01,ETHUSDT,231.56,250.68,230.66,248.23,823816.69936,288,288,0.0014548539491508593,0.06947353210232732,True,0.03814254775379929,3.814254775379929
2020-06-02,ETHUSDT,248.23,253.8,225.0,237.71,955520.91863,288,288,0.0068134115231476555,-0.043304292415034154,True,0.08254339175941133,8.254339175941134
2020-06-03,ETHUSDT,237.71,245.0,232.71,244.52,502928.13371,288,288,0.0007881388665808517,0.028245661843359273,True,0.028073811044830584,2.8073811044830586
2020-06-04,ETHUSDT,244.54,246.6,236.0,243.21,669369.3392,288,288,0.0011116549660726666,-0.005371837492798386,True,0.03334149015974941,3.334149015974941
2020-06-05,ETHUSDT,243.22,247.87,239.14,240.03,502547.41103,288,288,0.0009186513083589554,-0.013161352137582665,True,0.03030926109886144,3.030926109886144
2020-06-06,ETHUSDT,240.04,244.7,237.83,241.94,389423.07798,288,288,0.0005212783551235947,0.00792584600155972,True,0.022831521086506584,2.2831521086506585
