date,symbol,open,high,low,close,volume,number_of_bars,number_of_valid_returns,realized_variance,daily_log_return,complete,realized_volatility,realized_volatility_percent
2020-02-22,BTCUSDT,9677.05,9709.17,9560.02,9650.86,24636.757623,288,288,0.0002130242362803649,-0.0027100722250199593,True,0.01459534981699188,1.4595349816991878
2020-02-23,BTCUSDT,9650.85,9990.0,9645.0,9936.4,37702.089843,288,288,0.00048041656578607327,0.029157751478756554,True,0.021918407008404448,2.191840700840445
2020-02-24,BTCUSDT,9936.4,9990.0,9473.56,9656.13,55796.59612,288,288,0.0008428631245208557,-0.028611835193424306,True,0.02903210506526965,2.903210506526965
2020-02-25,BTCUSDT,9655.52,9675.0,9250.0,9315.84,54379.344552,288,288,0.0007356927021874021,-0.03587676971483998,True,0.027123655767381398,2.7123655767381396
2020-02-26,BTCUSDT,9316.48,9377.44,8633.63,8785.25,92130.345482,288,288,0.0015985784877038873,-0.05864199828916472,True,0.039982227147870184,3.998222714787018
2020-02-27,BTCUSDT,8786.0,8971.77,8531.0,8823.21,72483.578762,288,288,0.001457661103960607,0.004311570552473672,True,0.03817932822825209,3.8179328228252087
2020-02-28,BTCUSDT,8823.25,8900.0,8445.0,8692.91,71155.208977,288,288,0.0016156499257602148,-0.014877998499185106,True,0.04019514803754571,4.019514803754571
2020-02-29,BTCUSDT,8690.8,8790.0,8523.55,8523.61,36748.183035,288,288,0.0006676066459712013,-0.019667790863484608,True,0.0258380851839141,2.58380851839141
2020-03-01,BTCUSDT,8523.61,8750.0,8411.0,8531.88,43892.201779,288,288,0.00098040038538067,0.0009697757904516078,True,0.031311345952875776,3.1311345952875778
2020-03-02,BTCUSDT,8530.3,8965.75,8498.0,8915.24,60401.31773,288,288,0.0006243982829188669,0.04395243605995452,True,0.02498796276047463,2.498796276047463
2020-03-03,BTCUSDT,8911.18,8919.65,8651.0,8760.07,55154.997282000004,288,288,0.0009769749374371008,-0.017558276088587427,True,0.0312565983023921,3.12565983023921
2020-03-04,BTCUSDT,8760.07,8848.29,8660.0,8750.87,38696.482578,263,262,,,False,,
2020-03-05,BTCUSDT,8750.99,9159.42,8746.54,9054.68,58201.866355,288,288,0.0005318237858845462,0.03412862712127445,True,0.02306130494756414,2.306130494756414
2020-03-06,BTCUSDT,9054.64,9170.0,8985.5,9131.88,43782.948044,288,288,0.0003179758075824829,0.008489836857211006,True,0.017831876165521194,1.7831876165521194
2020-03-07,BTCUSDT,9130.89,9188.0,8835.0,8886.66,45422.204525,288,288,0.0005557626427975984,-0.027220312082118316,True,0.023574618614043332,2.357461861404333
2020-03-08,BTCUSDT,8885.25,8886.76,8000.0,8033.31,77537.315166,288,288,0.0013780746803650492,-0.10095462863465925,True,0.03712242826600988,3.712242826600988
2020-03-09,BTCUSDT,8034.76,8179.31,7632.01,7929.87,116968.863268,288,288,0.0025890082341051206,-0.012960005190206158,True,0.05088229784615786,5.088229784615786
2020-03-10,BTCUSDT,7929.87,8149.0,7728.01,7894.56,86783.443875,288,288,0.0016658452700413495,-0.004462727390826424,True,0.040814767793549304,4.08147677935493
2020-03-11,BTCUSDT,7894.57,7980.0,7590.0,7934.52,79942.41117200001,288,288,0.001399774437921446,0.005048945976373677,True,0.037413559546258704,3.7413559546258703
2020-03-12,BTCUSDT,7934.58,7966.17,4410.0,4800.0,261505.608653,288,288,0.04902718300800031,-0.5026069427414599,True,0.22142082785501527,22.142082785501525
2020-03-13,BTCUSDT,4800.01,5955.0,3782.13,5578.6,402201.673764,288,288,0.11055610340923772,0.1503219309423461,True,0.3324997795626904,33.24997795626904
2020-03-14,BTCUSDT,5576.05,5640.52,5055.13,5172.06,136910.135974,288,288,0.007566670978972299,-0.07566678708579527,True,0.08698661379184902,8.698661379184902
2020-03-15,BTCUSDT,5172.48,5940.0,5093.1,5361.3,139916.146534,288,288,0.0091917371668801,0.03593542121833023,True,0.09587354779541696,9.587354779541696
2020-03-16,BTCUSDT,5360.33,5365.42,4442.12,5028.97,227276.92276000002,288,288,0.02054231618399626,-0.06399129121736513,True,0.1433259089766964,14.33259089766964
2020-03-17,BTCUSDT,5028.86,5525.0,4921.45,5312.64,150089.926318,288,288,0.006403753781995633,0.05487369507312004,True,0.08002345769832514,8.002345769832514
2020-03-18,BTCUSDT,5312.64,5436.17,5009.37,5393.04,137127.634894,288,288,0.006215218501664606,0.015020346505171053,True,0.07883665709341439,7.8836657093414395
2020-03-19,BTCUSDT,5393.26,6400.0,5252.53,6162.37,199020.873439,288,288,0.006016692626423046,0.13335221046196402,True,0.07756734252520868,7.756734252520868
2020-03-20,BTCUSDT,6162.05,6900.0,5670.0,6208.36,219298.329514,288,288,0.011648557617554355,0.007435327078688504,True,0.107928483810134,10.7928483810134
2020-03-21,BTCUSDT,6204.57,6456.98,5860.02,6186.98,128913.668363,288,288,0.00619645936228635,-0.003449686931126546,True,0.07871759245738115,7.871759245738115
2020-03-22,BTCUSDT,6187.04,6407.87,5734.01,5816.19,119115.990527,288,288,0.004471436573220075,-0.06180167576087229,True,0.06686880119472814,6.686880119472814
2020-03-23,BTCUSDT,5816.05,6600.0,5688.0,6467.31,164674.215785,288,288,0.005964844003597961,0.10611484879069576,True,0.07723240254969388,7.723240254969388
2020-03-24,BTCUSDT,6465.25,6833.0,6371.33,6744.72,151138.009878,288,288,0.004601286737492028,0.04199971957778258,True,0.06783278512262361,6.783278512262362
2020-03-25,BTCUSDT,6744.69,6957.96,6450.0,6677.43,132155.734989,288,288,0.003911308967588914,-0.010026793584929045,True,0.06254045864549534,6.254045864549535
2020-03-26,BTCUSDT,6677.42,6780.0,6510.0,6737.36,83026.555211,288,288,0.0015768331541155425,0.00893497381659471,True,0.03970935852057475,3.970935852057475
2020-03-27,BTCUSDT,6737.27,6842.59,6261.0,6359.11,82914.968354,288,288,0.002616747053248324,-0.05777972634544368,True,0.051154149912283016,5.115414991228302
2020-03-28,BTCUSDT,6359.11,6360.0,6024.0,6236.65,93159.693429,288,288,0.0025778125381641925,-0.019445251206402545,True,0.05077216302428125,5.077216302428125
2020-03-29,BTCUSDT,6236.65,6266.0,5866.56,5881.42,63311.627714,288,288,0.001398441457455796,-0.058644949893034905,True,0.03739574116735482,3.739574116735482
2020-03-30,BTCUSDT,5880.5,6599.0,5857.76,6394.38,118889.549992,288,288,0.002106134792099133,0.08362125023444777,True,0.04589264420469944,4.589264420469944
2020-03-31,BTCUSDT,6394.45,6523.23,6321.4,6410.44,72337.595259,288,288,0.0010456116646535983,0.0025084317344726934,True,0.032335919109460896,3.2335919109460898
2020-04-01,BTCUSDT,6412.14,6679.94,6150.11,6642.92,97500.7524,288,288,0.001782047371736811,0.035623714536336316,True,0.042214302928472135,4.221430292847214
2020-04-02,BTCUSDT,6643.36,7198.0,6551.0,6794.09,149299.90687099998,288,288,0.0045060706760342425,0.02250149077446066,True,0.06712727222250464,6.712727222250464
2020-04-03,BTCUSDT,6793.86,7048.0,6602.1,6734.1,104080.276939,288,288,0.0018927920887015458,-0.008868945989812091,True,0.04350623045842453,4.350623045842453
2020-04-04,BTCUSDT,6732.97,6990.41,6650.01,6856.99,72990.861139,288,288,0.0016245078611286754,0.01808439929397595,True,0.040305184047820394,4.03051840478204
2020-04-05,BTCUSDT,6857.41,6895.54,6677.52,6772.78,49685.356983,288,288,0.0007165538187870857,-0.012356932145710766,True,0.026768522910072676,2.676852291007268
2020-04-06,BTCUSDT,6772.78,7355.14,6765.0,7329.9,118052.000832,288,288,0.0011305465037579308,0.07905023544895781,True,0.033623600398498835,3.3623600398498836
2020-04-07,BTCUSDT,7329.9,7459.69,7077.0,7197.32,103585.168918,288,288,0.0013515636377163015,-0.018253138732796076,True,0.03676361839803451,3.676361839803451
2020-04-08,BTCUSDT,7197.32,7420.0,7150.0,7361.28,76059.145838,288,288,0.0009831667554425182,0.02252509615524229,True,0.031355490036714756,3.1355490036714757
2020-04-09,BTCUSDT,7360.26,7371.92,7108.08,7283.54,61094.872417,288,288,0.0007805583623043355,-0.010616822906184669,True,0.027938474588000247,2.7938474588000246
2020-04-10,BTCUSDT,7283.54,7295.75,6739.98,6858.92,104674.623375,288,288,0.0017599718237294832,-0.060067012815594664,True,0.041952018112714,4.1952018112714
2020-04-11,BTCUSDT,6858.92,6944.3,6760.0,6876.83,45470.293206,288,288,0.0005507468035434542,0.0026077950093569987,True,0.023467995303038863,2.3467995303038864
2020-04-12,BTCUSDT,6876.84,7177.0,6780.0,6903.79,73868.666501,288,288,0.0009535805396012697,0.0039127462183137715,True,0.030880099410482306,3.0880099410482305
2020-04-13,BTCUSDT,6903.79,6903.79,6575.0,6837.91,96415.47657299999,288,288,0.0020523703539826513,-0.009588406781742886,True,0.045303094309137995,4.5303094309138
2020-04-14,BTCUSDT,6838.04,6978.0,6754.28,6868.7,69068.623285,288,288,0.000793237783727926,0.004492730411149157,True,0.0281644773380925,2.81644773380925
2020-04-15,BTCUSDT,6868.57,6933.0,6605.0,6621.24,61571.384994,288,288,0.0006604999104098875,-0.03669219621182441,True,0.025700192808807632,2.5700192808807634
2020-04-16,BTCUSDT,6621.25,7190.0,6468.27,7101.94,125009.857539,288,288,0.0024643058430283073,0.07008532257417749,True,0.04964177518006691,4.964177518006691
2020-04-17,BTCUSDT,7101.99,7148.12,6972.98,7027.55,54126.509763,288,288,0.0006853560256812719,-0.010529847481826305,True,0.026179305294091973,2.6179305294091972
2020-04-18,BTCUSDT,7026.78,7293.08,7014.4,7248.6,49488.542819,288,288,0.00037618361443259886,0.030970208092470395,True,0.01939545344746028,1.939545344746028
2020-04-19,BTCUSDT,7248.6,7266.15,7055.6,7120.74,45664.86393,288,288,0.00043617048042669473,-0.017796694163899125,True,0.02088469488469235,2.0884694884692347
2020-04-20,BTCUSDT,7121.4,7220.0,6751.0,6826.83,90149.49137,288,288,0.0012463969836313247,-0.04215121560930792,True,0.03530434794230485,3.530434794230485
2020-04-21,BTCUSDT,6828.98,6940.0,6762.0,6841.37,60109.710808,288,288,0.0006440527635377026,0.0021275669780439254,True,0.02537819464693465,2.5378194646934653
2020-04-22,BTCUSDT,6841.36,7156.38,6818.0,7125.14,61486.377334,288,288,0.0003863086771274892,0.04064137110820367,True,0.01965473676057477,1.965473676057477
