date,symbol,realized_variance,realized_volatility,target_log_variance,daily_log_variance,weekly_log_variance,monthly_log_variance
2025-03-31,BTCUSDT,0.0007070583041439,0.0265905679545198,-7.254397428503417,-8.165861538747894,-8.017928148901998,-7.704262957723201
2025-04-01,BTCUSDT,0.0004285027286573,0.0207003074532086,-7.75521345201836,-7.254397428503417,-7.8839173886402705,-7.7105688745509555
2025-04-02,BTCUSDT,0.001377553571195,0.0371154088108302,-6.587446127533697,-7.75521345201836,-7.803522410942459,-7.7934138480952635
2025-04-03,BTCUSDT,0.0007138705711164,0.0267183564448953,-7.2448088850028345,-6.587446127533697,-7.55308424224701,-7.811298658201967
2025-04-04,BTCUSDT,0.0013139148682073,0.0362479636422149,-6.634744149293074,-7.2448088850028345,-7.401545486361241,-7.826087132646534
2025-04-05,BTCUSDT,0.0001716907335801,0.0131030810720275,-8.669815760182901,-6.634744149293074,-7.095322008470276,-7.798248406078257
2025-04-06,BTCUSDT,0.0007554580178438,0.0274855965524466,-7.188186346499911,-8.669815760182901,-7.378405674806174,-7.854037385654302
2025-04-07,BTCUSDT,0.0036567244939463,0.0604708565669969,-5.6111874792822345,-7.188186346499911,-7.2650002537024845,-7.776598203065832
2025-04-08,BTCUSDT,0.0009760850327325,0.0312423595897066,-6.931960851644899,-5.6111874792822345,-7.069748524052192,-7.698498393298917
2025-04-09,BTCUSDT,0.0026938711929922,0.0519025162491402,-5.916776014686316,-6.931960851644899,-7.007178917380604,-7.664982003253451
2025-04-10,BTCUSDT,0.0008840340471753,0.0297327100543383,-7.031014981164125,-5.916776014686316,-6.863585290459253,-7.587797409651273
2025-04-11,BTCUSDT,0.0008832833615115,0.0297200834708035,-7.0318645011261385,-7.031014981164125,-6.5358251346554965,-7.567789518902228
2025-04-12,BTCUSDT,0.0004106896145606,0.0202654783945665,-7.797672824488275,-7.0318645011261385,-6.504560765580743,-7.551352358475648
2025-04-13,BTCUSDT,0.0006842070526399,0.0261573517895053,-7.287249977610844,-7.797672824488275,-6.941857834621951,-7.5434727596704985
2025-04-14,BTCUSDT,0.0007716513142872,0.0277786125335165,-7.166977775402141,-7.287249977610844,-7.01291565981514,-7.428735036469155
2025-04-15,BTCUSDT,0.000420055317291,0.0204952510911918,-7.7751241475238615,-7.166977775402141,-7.2629560119583045,-7.355657647374303
2025-04-16,BTCUSDT,0.0006032530565092,0.0245612104039934,-7.413173786734795,-7.7751241475238615,-7.411777845230252,-7.357481138942748
2025-04-17,BTCUSDT,0.0002568658825599,0.0160270359879777,-8.266956467027779,-7.413173786734795,-7.488039702351983,-7.335784328782173
2025-04-18,BTCUSDT,6.297430038255711e-05,0.0079356348443307,-9.672783845234598,-8.266956467027779,-7.581896430859883,-7.351352748655614
2025-04-19,BTCUSDT,0.0001039593477371,0.0101960456912035,-9.171510622382463,-9.672783845234598,-8.059003204384634,-7.420243453415941
2025-04-20,BTCUSDT,0.0001215493457647,0.0110249419846452,-9.015190239654308,-9.171510622382463,-8.459909773780698,-7.48078316484192
2025-04-21,BTCUSDT,0.0005776885160162,0.0240351516745007,-7.456475734176441,-9.015190239654308,-8.707922992206788,-7.5268144182611305
2025-04-22,BTCUSDT,0.0009312615733492,0.0305165786638879,-6.978970360590199,-7.456475734176441,-8.716583381695116,-7.494569608962428
